cultivar,registered,perianth,corona,orig_name,date,synonym,awards,seed_parent,pollen_parent,description
"Crystal Hour","2 or 3 (b or c)","W","","Cartwright & Goodwin","pre1910","none","none","","",""
"Crystal Lake","2 (c)","W","W","C. Goodson","1935","none","none","","",""
"Crystal Langham","4","W","Y","G.L. Wilson","","none","none","","","Fl. 102 mm wide; perianth and other petaloid segments creamy white; corona segments smaller than the petaloid segments and interspersed among the outer whorls, pale lemon yellow. Mid-season. Resembles `Double Event' but with the corona segments more regularly distributed"
"Crystal Pink","2","W","P","G.E. Mitsch and R. & E.Havens","1970","none","none","‘Accent’","‘Debutante’","Perianth segments glistening white; corona soft clear pink. Late"
"Crystal Queen","2 (c)","W","W","R.H. Bath","pre1913","none","none","","","Fl. forming a double triangle, 89 mm wide, pure white, of great substance; perianth segments broadly ovate, blunt, not noticeably mucronate, somewhat inflexed, plane, overlapping one-third to a half; the inner segments narrower, slightly inflexed at base and recurved in upper part; corona funnel-shaped, widely expanded, opening pale yellow, lightly frilled, with rim crenate. Tall. Resembles `White Queen' but with a longer corona"
"Crystal River","3","W","W","G.E. Mitsch","1957","none","none","‘Green Island’","‘Chinese White’","Fl. 102 mm wide; perianth segments rounded; corona almost disc-shaped, opening with a touch of colour at rim, soon becoming self white, tightly frilled. Mid-season. Resembles `Dream Castle' but with the corona shallower, more widely expanded and more heavily frilled"
"Crystal Springs","2","YYW","GWW","G.E. Mitsch and R. & E.Havens","1975","none","none","‘Quick Step’ open pollinated","","Perianth segments lemon yellow, with white at base, smooth; corona white, with green at base. Late"
"Crystalline","2 (c)","W","W","Mrs R.O. Backhouse","pre1914","none","none","","","Fl. pure white; perianth segments a little reflexed; corona long, narrow, lightly ribbed, with mouth deeply frilled. Somewhat resembles `The Fawn'"
"Cullercoats","3","W","O","G. Harrison","","none","none","‘Arbar’","‘Signal Light’","Fl. 115 mm wide. Mid-season. Resembles `Arbar'"
"Culliamurra","1","Y","Y","J.N. Hancock & Co.","pre1949","none","none","‘Trawalla’","‘Mortlake’","Early"
"Cullybacky","1 (a)","Y","Y","Mrs M.Moorby","","none","none","","",""
"Culmination","2","W","P","G.E. Mitsch","","none","none","‘Romance’","‘Cool Flame’","Fl. 115 mm wide; perianth segments ivory white; corona salmon rose. Mid-season. 2n=28. Resembles a taller `Romance' of deeper colour with fewer blemishes"
"Culrathain","2 (a)","Y","","The Brodie of Brodie","pre1932","none","none","","",""
"Cumberland","1","W","W","Brian S. Duncan","","none","none","‘Knowehead’","‘White Star’","Perianth segments greenish white (157C); corona deeper in tone (157B), frilled. Mid-season. Resembles an improved and taller `Rashee'"
"Cup o' Cheer","7","","","P.D. Wilson","pre1931","none","none","","",""
"Cupid","2 or 3 (b or c)","W","","W.T. Ware","pre1914","none","none","","",""
"Cupid's Eye","3","Y","GYP","Brian S. Duncan","","none","none","’Pismo Beach’","’Raspberry Ring’",""
"Curds and Whey","4","","","W.F.M. Copeland","pre1914","none","none","","",""
"Curena","2 or 3","W","W","C.E. Radcliff","pre1947","none","none","‘Courage’","‘Swanlea Peerless’",""
"Curlylocks","7","Y","Y","Roberta C.Watrous","","none","none","‘Seville’","{N. assoanus}","Perianth segments pale yellow; corona bright yellow. Mid-season. Resembles `Bobbysoxer'"
"Curraghmore","2","","","?J.L. Richardson","pre1939","none","none","","",""
"Cushendall","3 (c)","W","GWW","G.L. Wilson","pre1931","none","AM(e)  1936 AM Haarlem  1949 ","‘Emerald Eye’","‘Dactyl’","Perianth segments pure white, overlapping; corona almost disc-shaped, ribbed, pale creamy white, with rich dark green at base, frilled. Late. 2n=14"
"Cushie Butterfield","1","W","W","G.L. Wilson","","none","none","","","Fl. white. Mid-season"
"Cymric Queen","2 (b)","W","","de Graaff Bros","pre1929","none","AM Haarlem  1929 ","","",""
"Cynthia Dettman","2","W","YYR","L.P. Dettman","","none","none","‘Jean Hood’","‘Nevose’",""
"Cypri Semiplena","4","W","Y","","","none","none","","",""
"Cyril Price","3 (b)","W","","G.H. Engleheart","pre1916","none","none","","",""
"Czar Alexander","8","Y","O","","pre1861","none","none","","","Perianth primrose yellow"
"Czar de Moscovie","8","W","Y","","","none","none","","",""
"D.C.Stewart","1 (c)","W","W","J.W. Barr","pre1930","none","none","","",""
"D'Admirable","8","Y","O","","pre1798","none","none","","",""
"Dailmanach","2","W","P","J.S.B. Lea","","none","none","‘Inverpolly’","Navarro sdlg 797 ([’Interim’ x ’Salmon Trout’] x ’Rosedew’)","Fl. 115 mm wide; perianth segments very broadly ovate in outline, blunt or rounded at apex, very slightly mucronate, spreading, smooth, plane, with margins sometimes minutely incurling, overlapping half; the inner segments more narrowly ovate, sharply angled from shoulder to narrow base, a little inflexed, with margins slightly wavy; corona funnel-shaped, pink, with mouth heavily ribbed and widely expanded, loosely frilled, rim deeply crenate and slightly rolled"
"Dainty Dianne","3","W","W","T.H. Piper","c. 1966","none","none","‘Swanley Peerless’","‘Portia’",""
"Daintiness","3","W","YYO","","","none","none","","",""
"Daintiness","2 (b)","W","","Mrs M. Moorby","pre1937","none","none","","",""
"Dainty Bell","1 (c)","W","W","E.M. Crosfield","pre1910","none","none","","",""
"Dainty Belle","8","W","Y","","pre1938","none","none","‘Canaliculatus’ hybrid","","Fls 3-4 per stem, 150mm wide; perianth segments white, corona golden yellow"
"Dainty Lady","3 (b)","W","","Oregon Bulb Farms","pre1946","none","none","","",""
"Dainty Lass","1 (b)","W","Y","Barr & Sons","pre1923","none","none","","","Perianth segments pure white; corona citron yellow"
"Dainty Lilian","5","","","R. Dick","pre1933","none","none","","",""
"Dainty Maid","1 (c)","W","W","Barr & Sons","pre1890","none","none","","",""
"Dainty Maid","2 (b)","W","YYO","R.H. Bath","pre1923","none","AM(e)  1923 ","","","Perianth segments white; corona lemon yellow, with dull orange at rim"
"Dainty Miss","7","W","GWW","G.E. Mitsch","","none","AM 2012 Wister Award 2006","‘Rubra’ x ‘Coverack Perfection’","{N. rupicola} subsp. {watieri}","Fl. 57 mm wide, glistening white; perianth segments overlapping; corona very shallow bowl-shaped, small. Mid-season. Resembles a larger-flowered `Xit' with the perianth segments more rounded"
"Dainty Nell","3 (b)","W","YYW","Barr & Sons","pre1925","none","none","","","Perianth segments narrow, with margins wavy; corona tightly ribbed, chamois yellow, with a broad band of white at rim"
"Dainty Queen","3 (b)","W","","de Graaff Bros","pre1938","none","AM Haarlem  1938 ","","",""
"Dainty Ring","2","Y","OOR","A.G. Thompson","","none","none","","","Fl. 89 mm wide; perianth segments lemon yellow; corona orange, with flame at rim. Mid-season. Resembles a differently coloured 'Blarney'"
"Daisy Cumberlege","1 (c)","W","W","N.Y. Lower","pre1916","none","none","‘Madame de Graaff’","‘Cleopatra’",""
"Daisy Hellings","3 (b)","W","","W.F.M. Copeland","pre1925","none","none","","",""
"Daisy Sch�ffer","2 (b)","W","WYY","de Graaff Bros","pre1925","none","AM(e)  1933 AM Haarlem  1925 FCC Haarlem  1929 FA Haarlem  1936 FCFA Haarlem  1937 ","","","Fl. forming a double triangle; perianth segments broadly ovate, blunt, slightly mucronate, greenish white, spreading, a little concave and with margins wavy, overlapping half; the inner segments a little narrower, slightly inflexed, with margins more strongly wavy; corona funnel-shaped, lightly ribbed, pale sulphur yellow, paling to whitish at base, mouth more heavily ribbed, widely expanded, irregularly and deeply split, with lobes overlapping, loosely frilled"
"Daisy Willes","2","W","O","Alister Clark","1935","none","none","","","Perianth segments pure white; corona buffy orange"
"Dame Pattie Menzies","2","W","P","Mrs C.O. Fairbairn","pre1974","none","none","","","Corona deep pink"
"Dame Primrose","5","","","Barr & Sons","pre1923","none","none","","",""
"Dame Royale","8","W","Y","","pre1780","none","none","","","Perianth segments creamy; corona orange-yellow"
"Dan Chaucer","0","","","Mrs R.S. Cobley","pre1936","none","none","","",""
"Dancing Fairy","5","W","Y","S.S. Berry","pre1937","none","none","{N. triandrus}","’Bernardino’","Fls 2 per stem, facing down; perianth segments ovate, mucronate, reflexed in upper half, often twisted, overlapping one-third; corona bowl-shaped, ribbed, with mouth straight and a little frilled"
"Dancing Flame","2","Y","O","J.L. Richardson","","none","none","‘Mazurka’","‘Firecracker’","Perianth segments deep golden yellow, of good substance; corona reddish orange, with rim neatly dentate. Early"
"Dancing Partner","2","W","P","M.J. Jefferson-Brown","pre1969","none","none","?‘Rose of Tralee’","‘Passionale’","Late. Resembles a later-flowered `Passionale'"
"Danesfield","1 (b)","W","Y","Barr & Sons","pre1919","none","none","","","Fl. large; perianth segments overlapping; corona canary yellow, with mouth expanded and frilled"
"Danger Signal","2","","","C.L. Adams","pre1913","none","none","","",""
"Daniel Boone","1 (b)","W","","L. van Leeuwen & Son","pre1931","none","none","","",""
"Daniel Dewar","1(b)","W","Y","Spanish origin","pre1888","none","none","","","Perianth segments ovate, sulphur white, stained yellow at base, a little inflexed, twisted or with margins wavy, separated; corona cylindrical, smooth, orange-yellow, with mouth slightly expanded and very deeply lobed, rim crenate"
"Dark Victory","1 (b)","W","","D.S. Bell","","none","none","","","Perianth segments very broadly ovate, spreading; the inner segments more narrowly ovate, reflexed"
"Darlington","2 (a)","Y","O","Warnaar & Co.","pre1943","none","AM Haarlem  1943 ","‘Fortune’","‘Scarlet Leader’",""
"David Black's Memory","2","Y","O","G. Lubbe & Son","","none","none","","","Fl. 80 mm wide; perianth segments light yellow. Mid-season"
"David Gower","2","W","P","D.S. Bell","","none","none","‘Alfresco’ hybrid","","Fl. 112 mm wide. Resembles `Alfresco' but with a differently coloured corona"
"David Griffiths","1 (a)","Y","Y","E.C. Powell","pre1946","none","none","","",""
"David Meyer","1 (a)","Y","Y","H.R. Meyer","","none","none","","",""
"David Walker","1 (b)","W","Y","E. Leeds","pre1877","Pseudonarcissus Bicolor `David Walker'","none","","","Perianth segments sulphur white, overlapping"
"Dawn Chorus","1","Y","Y","Rosewarne EHS","","none","none","‘Rijnveld’s Early Sensation’","{N. asturiensis}","Perianth segments lemon yellow, with a paler tone at base; corona darker in tone than the perianth. Very early"
"Dawn Patrol","1 (a)","Y","Y","D.S. Bell","","none","none","‘Alroi’ x ‘Kanchenjunga’","‘Pre-eminent’","Fl. soft bright yellow"
"Dawn Shower","1 (a)","Y","Y","D.S. Bell","1965","none","none","‘Dawngold’","‘Gold Shower’","Fl. 109 mm wide. Mid-season"
"Dawn's Delight","2 (b)","W","","Oregon Bulb Farms","pre1950","none","none","","",""
"Dawson City","1 (a)","Y","Y","C.G. van Tubergen","pre1920","none","AM(e)  1925 *AM(g)  1930 AM Haarlem  1920 FCC Haarlem  1923 ","","","Fl. 98 mm wide; peranth segments broadly ovate, fairly prominently mucronate, golden yellow, spreading or slightly inflexed, somewhat creased and with margins incurlng, smooth, overlapping one-third to a half; the inner segments a little more narrowly ovate, with margins wavy; corona cylindrical, smooth, darker in tone than the perianth, mouth flared and lightly frilled, with rim rolled and irregularly crenate"
"Day-a-peep","2 (a)","Y","","Miss K.M. Hinchliff","pre1939","none","none","","",""
"Dazzling Beauty","3 (b)","W","","W. Welchman","pre1913","none","none","","",""
"Dean Herbert","1 (b)","W","Y","E. Leeds","pre1877","Pseudonarcissus Bicolor `Dean Herbert'Pseudonarcissus Bicolor `Primulinus'","none","","","Fl. large; perianth segments opening clear primrose yellow, becoming sulphur white; corona rich yellow"
"Deanna Durbin","2 (b)","W","O","de Graaff Bros","pre1939","none","AM Haarlem  1943 ","","","2n=28"
"Debbie Rose","2","W","P","Brian S. Duncan","","none","none","‘Rosewell’","‘Debutante’","Perianth segments pure white, slightly reflexed; corona narrow at base, deep salmon, with mouth expanded and rim dentate. Mid-season. Resembles a more vigorous `Debutante'"
"Deborah Blake","2 (c)","W","W","D.H.L. Corrigan","pre1949","none","none","","",""
"Decamerone","9","W","","de Graaff Bros","pre1927","none","none","","",""
"Deep Freeze","1","W","W","J.A. Morris","","none","none","","","Fl. 118 mm wide. Mid-season. Resembles `Empress of Ireland' but with whiter perianth segments"
"Delectable","2 (b or c)","W","","F.H. Chapman","pre1923","none","none","","",""
"Delectable","2","W","WWP","G.E. Mitsch","","none","none","‘Pigeon’","‘Carnmoon’","Fl. 82 mm wide; corona almost white, with a narrow band of bright pink at rim"
"Delightful","3","W","GYY","G.E. Mitsch","","none","none","‘Cushendall’ open pollinated","","Fl. rounded; perianth segments pure white, deeply overlapping; corona yellow, with green at base, frilled. Late. 2n=14. Resembles 'Grace Note' in colouring"
"Dell Chapel","3","W","WWO","J.S.B. Lea","","none","none","‘Suilven’","‘Hamzali’","Perianth segments very broadly ovate, truncate, only very slightly mucronate, spreading or a little reflexed, somewhat concave at apex; the inner segments less broadly ovate, slightly twisted, with margins strongly incurved at apex; corona bowl-shaped, ribbed, white, with pinkish orange at rim, mouth frilled, rim dentate. Mid-season"
"Delnashaugh","4","W","P","J.S.B. Lea","","none","*HC(g)  1990 ","‘Kinbrace’","‘Romance’","Fl. 105 mm wide. Late"
"Delta Queen","2","W","P","W.G. Pannill","","none","none","‘Interim’","‘Fintona’","Mid-season"
"Delta Wings","6","W","P","Brian S. Duncan","","none","none","","","Fl. 115 mm wide; perianth segments narrow, slightly reflexed; corona deep rosy pink, with rim slightly dentate. Mid-season. 2n=28"
"Dent Blanche","1 (c)","W","W","R.H. Bath","pre1931","`Yungfrau'","none","","",""
"Dent-de-Lion","2 (c)","W","W","F.D.B. Cobb","pre1953","none","none","","",""
"Denys Meyer","2 (b)","W","WYY","H.R. Meyer","pre1927","none","*AM(g)  1947 ","‘Bernardino’ hybrid","","Fl. 102 mm wide; perianth segments creamy white, overlapping half; corona light yellow 11B, paling to creamy white at base. 2n=28"
"Dependable","1","W","Y","O. Ronalds","","`Stand By'","none","","","Perianth segments smooth; corona rim flanged"
"Derek Meyer","1","Y","Y","","","none","none","","",""
"Derg Valley","1","Y","Y","Brian S. Duncan","","none","none","Richardson sdlg 3329","’Viking’","Fl. forming a double triangle, mid-yellow, smooth; perianth segments broadly ovate, blunt, with slight white mucro, spreading, plane, overlapping; the inner segments inflexed at base, recurved near apex; corona funnel-shaped, narrowly based, with mouth expanded and rim notched. Mid-season. Resembles `Golden Rapture'"
"Dersingham","0","","","R.H. Bath","pre1948","none","none","","",""
"Desert Bells","7","W","Y","G.E. Mitsch","1973","none","none","‘Quick Step’","{N. assoanus}","Fls 2-3 per stem, 43 mm wide; perianth segments broadly ovate, blunt, prominently mucronate, opening yellow, becoming almost white, spreading or slightly reflexed, plane, overlapping one-third to a half; corona cup-shaped, lightly ribbed, opening yellow, becoming pale lemon yellow, with mouth straight and wavy. Dwarf. Late"
"Desert Cloud","1 (a)","Y","Y","H. Homan","pre1933","none","none","","",""
"Desert Dream","1","Y","Y","R.G. Cull","","none","none","‘Showtime’ open pollinated","","Fl. vivid yellow 9B. Mid-season"
"Desert Gold","7","","","Mrs P.M. Davis","pre1948","none","none","","",""
"Desert Rose","2","W","P","Mrs H.K. Richardson","","none","none","‘Daybreak’","‘Romance’","Fl. 105 mm wide; perianth segments greenish white (155A); corona pink (29B). Late"
"Desert Victory","2 (A)","Y","O","G. Lewis","","none","none","","","Corona reddish orange"
"Devils Pool","2","Y","O","J.N. Hancock & Co.","c. 1977","none","none","","",""
"Devonshire","2","Y","R","F.E. Board","","none","none","‘Kindled’","‘Alport’","Late"
"Devonshire Cream","2 (b)","W","","Cartwright & Goodwin","pre1910","none","none","","",""
"Diamond","2 or 3 (b or c)","W","W","","pre1927","none","none","","","Fl. pure white; corona mouth incurved"
"Diamond Head","2","W","W","W.G. Pannill","","none","none","‘Easter Moon’","‘Vigil’","Fl. 132 mm wide"
"Diamond Jubilee","2 (b)","W","","J.J. Grullemans & Sons","","none","none","","",""
"Diamond King","2 (a)","Y","R","G. Lewis","","none","none","","","Perianth segments soft yellow; corona dark red"
"Diamond Lass","2","W","P","D. Bramley","1970","none","none","Sdlg","‘Mrs Oscar Ronalds’","Fl. 110 mm wide; corona light pink"
"Diane Barker","3","W","YYO","L.P. Dettman","","none","none","‘Jean Hood’","‘Nevose’","fl. 94 mm wide"
"Diaphenia","2 or 3 (b or c)","W","","Cartwright & Goodwin","pre1908","none","none","","",""
"Dick Sartoris","1 (b)","W","Y","","pre1893","none","none","","","Perianth segments sulphur white, flushed pale orange at base; corona rich orange-yellow"
"Dick Turpin","3 (b)","W","R","E.M. Crosfield","pre1913","none","AM Haarlem  1937 ","","","Perianth segments ivory white; corona rich red, with a slightly paler tone at base"
"Dick Wilden","4","Y","Y","P.Th.Zwetsloot","","none","none","","","Fl. 50 mm wide; perianth segments fairly broadly ovate, brilliant greenish yellow 6A, with slight white mucro, spreading, plane or sometimes concave at apex, overlapping a quarter; the inner segments narrowly spathulate, with margins nicked in places and wavy; corona funnel-shaped, smooth, orange-yellow, deeply split, sometimes to base, the segments broad, sometimes spreading, frilled; many corona segments tightly clustered within; a number of petaloid segments interspersed, longer than the corona segments, of the same colour as the perianth segments, those at centre with margins tightly incurled as if tubular, those in a surrounding whorl of six ovate, plane. Early"
"Dickcissel","7","Y","W","G.E. Mitsch","","none","AGM 2002 ","‘Binkie’","{N. jonquilla}","Fls 1-3 per stem, 70 mm wide; perianth segments ovate, brilliant greenish yellow 5A, with a broad band of white at base and with white mucro, a little inflexed, with margins sometimes recurved or wavy, overlapping at base only; corona cup-shaped, loosely ribbed, opening yellow, becoming white, mouth straight, lightly frilled, sometimes split in places, with rim more or less entire. Mid-season. 2n=21"
"Dillenburg","2 (a)","Y","R","Warnaar & Co.","pre1937","none","AM Haarlem  1937 ","","",""
"Dinedor Hall","0","","","","pre1935","none","none","","",""
"Dingle Dell","6","W","W","P. & G. Phillips","","none","none","{N. cyclamineus} sdlg","","Fl. 48 mm wide. Mid-season"
"Dinkie Duffle","7","Y","R","J.S. Leitch","","none","none","","",""
"Dinton Giant","1 (b)","W","Y","G.H. Engleheart","pre1930","none","AM Haarlem  1938 FCC Haarlem  1940 ","","","Fl. rounded, very wide; perianth segments cream white, overlapping; corona yellow, with mouth expanded, with rim flanged"
"Dinton Leedsii","2 or 3 (b or c)","W","","G.H. Engleheart","pre1914","none","none","","",""
"Direct Issue","2 (a)","Y","","J.A. Morris","","none","none","","",""
"Discipline","3","W","Y","F.E. Board","","none","none","Milne sdlg 1152","G.L.Wilson sdlg 36/190","Corona lemon yellow"
"Discretion","3","W","Y","F.E. Board","","none","none","‘Gallilee’","‘Chinese White’","Corona lemon yellow"
"Dispatch Box","1","Y","Y","Brian S. Duncan","","none","AGM 1999 ","‘Golden Jewel’","‘Midas Touch’","Fl. very large; corona cylindrical, with mouth expanded. Early to mid-season. Resembles an `Olympic Gold' of more deeply golden tone"
"Distinction","1","W","W","F.E. Board","","none","none","‘Queenscourt’","‘Glendermott’","Mid-season. Resembles a large-flowered `Queenscourt'"
"Distinction","2 (a)","Y","Y","G.H. Engleheart","pre1890","none","none","","","Fl. rich yellow; corona rim flanged"
"Distinction","3 (a)","Y","Y","W. Backhouse","pre1869","Barrii `Distinction'","none","","","Perianth segments primrose yellow"
"Divertimento","7","W","P","G.E. Mitsch","","none","none","‘Wild Rose’ x ‘Radiation’","{N. jonquilla}","Fl. 67 mm wide; perianth segments ivory white; corona pale pink. Mid-season. Resembles a shorter and more floriferous `Ch�rie' with the corona of a richer tone. 2n=21"
"Dixie Glory","2","W","O","Doornbosch Bros","1948","none","none","","","Fl. 127 mm wide; corona reddish orange. Mid-season. Resembles `Amateur'"
"Doctor Adenauer","2 (a)","Y","Y","L. Steenvoorden","","none","none","","",""
"Doctor Alex Fleming","2 (b)","W","O","J.W.A. Lefeber","pre1948","'Alex Fleming'","none","","","Fls occasionally 2 per stem, rounded; perianth segments very broad, prominently mucronate, somewhat inflexed, overlapping half or more; the inner segments only very slightly mucronate, with margins sometimes wavy or recurved; corona bowl-shaped, orange, mouth deeply 6-lobed, heavily frilled, with rim crenate; the mouth sometimes widely expanded, with lobes opposite and closely overlying the perianth segments. 2n=28"
"Doctor Bruning","2 (b)","W","","","pre1953","none","none","","",""
"Doctor Dentz","1 (a)","Y","Y","J.A. van Gent","pre1944","none","none","","",""
"Doctor Eckener","1 (b)","W","","W.J. Eldering & Son","pre1930","none","none","","",""
"Doctor E.van Slogteren","1 (a)","Y","Y","","pre1925","none","AM Haarlem  1925 ","","",""
"Doctor Fell","3 (b)","W","O","W. Backhouse","pre1869","none","none","","","Perianth segments off-white; corona scarlet-orange. Early"
"Doctor Gorman","2 (b)","W","Y","","pre1884",""The Great White"'Great White'`Queltia Alba'Incomparabilis Albus `Dr Gorman'","none","","",""
"Doctor Hogg","1 (c)","W","W","W. Backhouse","pre1869","Pseudonarcissus Moschatus `Doctor Hogg'","none","","","Corona long, smooth, opening pale primrose yellow, becoming creamy white, with rim flanged"
"Doctor Hugh","3","W","GOO","Brian S. Duncan","","none","AM(e)  1986 AGM 2001 ","‘Mahmoud’","‘Don Carlos’","Fl. 110 mm wide; perianth segments very broadly ovate, truncate, prominently mucronate, pure white, spreading, shallowly concave, with margins minutely incurling at apex, smooth, regular, overlapping half; the inner segments more narrowly ovate, only very slightly mucronate, slightly inflexed, with margins a little wavy; corona disc-shaped, ribbed, opening deep orange (28A), becoming yellow-orange (23A), with green at base, mouth lightly frilled, deeply split, with overlapping lobes. Mid-season. Resembles a larger-flowered `Omagh' of heavier substance with purer white perianth"
"Doctor James Parkinson","2","WYY","YYO","P. de Jager & Sons","","'Professor Parkinson'","AM(p)  1981 ","","","Fl. forming a double triangle, 105 mm wide; perianth segments broadly ovate, blunt, prominently mucronate, white, lightly flushed brilliant greenish yellow 6C at base, spreading, plane, overlapping half; the inner segments more narrowly ovate, less prominently mucronate, somewhat creased; corona cylindrical, lightly ribbed, vivid yellow, with yellow-orange (17A to B) at rim, mouth slightly expanded, frilled, rim loosely flanged. Mid-season"
"Doctor Johannes Beijer","2","W","O","J.W.A. Lefeber","1940","none","none","","","Fl. 60 mm wide; perianth segments pure white; corona deep reddish orange. Mid-season. Resembles `Smiling Mary'"
"Doctor Kumura","1 (c)","W","W","G.P. Haydon","pre1908","none","none","","","Perianth segments pure white, somewhat twisted; corona opening creamy white, becoming milk white, lightly frilled"
"Doctor Laumonier","7","","","Laumonier","pre1897","none","AM 1897 ","","",""
"Doctor Masters","3 (c)","W","W","J.G. Nelson","pre-1882","Poculiformis `Doctor Masters'","none","","","Fls 2-3 per stem, silver white"
"Doctor Nansen","1 (a)","Y","Y","M. van Waveren & Sons","pre1930","none","none","","","Fl. large; corona slightly darker in tone than the perianth"
"Doctor Peron","2 (b)","W","GOO","J.W.A. Lefeber","pre1954","none","none","","",""
"Doctor Primrose","1 (a)","Y","Y","G.H. Engleheart","pre1913","none","none","","",""
"Doctor Roseby","2 (a)","Y","O","O. Ronalds","","none","none","","","Perianth segments near to orange-yellow; corona pale orange, frilled. Early"
"Doctor Scott-Moncrieff","1 (b)","W","Y","J. Mallender","pre1910","none","none","","",""
"Doctor Valentine","2 (b)","W","","G.A. Uit den Boogaard","pre1950","none","none","","",""
"Doctor van Schelven","2 (a)","Y","","P.D. Williams","pre1936","none","none","","",""
"Doctor Verhage","1 (a)","Y","Y","G. Lubbe & Son","pre1936","none","AM Haarlem  1936 ","","",""
"Doctor Willem de Mol","11a","Y","Y","J.W.A. Lefeber","1948","none","none","","","Fl. 90 mm wide. Mid-season"
"Doll Dance","11a","W","W","A.N. Kanouse","1957","none","none","‘Hillbilly’","‘Mabel Taylor’","Fl. 89 mm wide. Mid-season"
"Dollar Princess","2 (b)","W","","G. Lewis","","none","none","","","Corona very wide, with a broad band of red at rim"
"Dolly Mollinger","3 (b)","W","","J.W.A. Lefeber","pre1941","none","none","","",""
"Dolly Mollinger","11b","W","O/W","J.W.A. Lefeber","","none","none","","","Perianth segments very broad, blunt, prominently mucronate, spreading, somewhat creased, overlapping half or more; the inner segments only a little narrower, only very slightly mucronate; corona segments six, half as long as the perianth segments and alternate to them, broad, ribbed, orange at base and in a wide longitudinal band at midrib, with white at margins in upper half, spreading or a little inflexed, with margins wavy and sometimes incurled. 2n=28"
"Dominion Monarch","1 (a)","Y","Y","D.S. Bell","","none","none","‘Kingscourt’","‘Pre-eminent’","Fl. pure golden yellow; corona rim rolled"
"Don Brockwell","2","GGP","P","L.P. Dettman","","none","none","‘Arctic Gold’","‘Creamed Honey’","Fl. 89 mm wide; perianth segments light yellow-green 145D, with a band of pale yellowish pink 29D at base; corona pale yellowish pink 29D, with yellow on the outside, rim dentate. Mid-season. Resembles `Creamed Honey' but with a differently coloured perianth and longer corona"
"Don Camillo","2 (b)","W","","J.H. Rijkelijkhuizen","pre1953","none","none","","",""
"Don Lorenzo","2","W","O","J.W.A. Lefeber","","none","none","","","Fl. 95 mm wide; perianth segments pure white; corona deep reddish orange. Early"
"Don Philippe","8","W","O","","pre1798","none","none","","",""
"Don Quixote","1 (b)","W","","Barr & Sons","pre1908","none","none","","",""
"Don Quixotte","1","W","Y","","","none","none","","",""
"Donacloney","2","W","R","W.J. Dunlop","c. 1964","none","none","","","Corona dark red"
"Donald Richardson","2 (b)","W","","Miss K.M. Hinchliff","pre1941","none","none","","",""
"Donegal Beauty","2 (a)","Y","","G.L. Wilson","pre1935","none","none","","",""
"Donegal Glory","1 (a)","Y","Y","G.L. Wilson","pre1935","none","none","","",""
"Donna Bella","11b","W","O/Y","J.W.A. Lefeber","1943","none","none","","","Fl. 75 mm wide; corona deeply split, the segments alternate to the perianth segments, with a longitudinal band of orange at centre shaded with red and flanked by yellow. Late"
"Donna Buang","1","Y","Y","Heathcote Bulb Nursery","pre1960","none","none","","",""
"Donna Maria","6","W","GPP","D.S. Bell","","none","none","‘Eastern Dawn’","‘Jenny’ hybrid","Fl. 85 mm wide; perianth segments strongly reflexed. Mid-season"
"Dorada Dawn","2","W","PPW","T. Bloomer","","none","none","‘Passionale’","‘Interim’ x ‘Rose Caprice’ hybrid","Perianth segments broadly ovate, smooth, overlapping; corona clear apple blossom pink, with emerald green at base and white at rim, mouth expanded, slightly frilled. Mid-season. Tall"
"Dorchester","4","W","P","Brian S. Duncan","","none","FCC 2005 ","Evans sdlg N22/1 (‘Pink Chiffon’ x [‘Rosegarland’ x pink sdlg])","‘Pink Pageant’","Fl. rounded; perianth and other petaloid segments in several whorls, white; the two outer whorls of about equal length, regularly superimposed, very broadly ovate, spreading or slightly inflexed, overlapping half or more; those at centre irregularly arranged, broad, strongly inflexed, with margins tightly incurled; corona segments short, clean pink, tightly frilled, clustered among the centre petaloid segments and more loosely arranged between the outer whorls. Early to mid-season. 2n=28"
"Doreen Eblen","2","Y","Y","L.P. Dettman","","none","none","‘Creamed Honey’","‘Binkie’","Fl. 77 mm wide. Mid-season. Resembles 'Ellimatta' but with a paler corona"
"Doris Mathew","2 (b)","W","Y","Miss K.M.Hinchliff","pre1941","none","none","","",""
"Dorothea Gertrude","8","W","Y","J.J. Nieuwland","pre1949","none","TGA Haarlem  1949 ","","",""
"Dorothy Bucknall","1 (a)","Y","Y","Irish origin","pre1930","none","none","","","Fl. bright golden yellow; perianth segments twisted; corona deeper in tone than the perianth. Dwarf. Very early"
"Dorothy E.Wemyss","3 (b)","W","YYO","W. Backhouse","pre1869","Barrii Albus `Dorothy E.Wemyss'","AM 1901 ","","","Perianth segments large, pure white; corona expanded, canary yellow, with scarlet-orange at rim"
"Dorothy Ford","2 (c)","W","W","E.W. Philpott","","none","none","","",""
"Dorothy Heath","2 (b)","W","Y","G.E. Mitsch","","none","none","‘Mabel Taylor’ x ‘Interim’","‘Rima’","Fl. 90 mm wide; perianth segments pure white; corona opening orange, becoming light apricot"
"Dorothy Hector","8","W","R","W.J.G. Hector","","none","none","","","Fl. 65 mm wide. Mid-season. Resembles `Saint Keyne'"
"Dorothy J.Speck","2 (b)","W","","W.A. Grace","pre1938","none","none","","",""
