Binomial, NCBI taxon id, Order, Family, NCBI lineage, Repeat %, Heterozygosity %
Gibbula umbilicalis,148342,Trochida,Trochidae,Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Vetigastropoda; Trochida; Trochoidea; Trochidae; Cantharidinae; Gibbula;,NOT_COLLECTED,HEAD | FOOT | MANTLE
Glyphipterix simpliciella,1405621,Lepidoptera,Glyphipterigidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Yponomeutoidea; Glyphipterigidae; Glyphipterix;,NOT_COLLECTED,WHOLE_ORGANISM
Glyphipterix simpliciella,1405621,Lepidoptera,Glyphipterigidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Yponomeutoidea; Glyphipterigidae; Glyphipterix;,NOT_COLLECTED,WHOLE_ORGANISM
Glyphotaelius pellucidus,1271742,Trichoptera,Limnephilidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Integripalpia; Plenitentoria; Limnephiloidea; Limnephilidae; Limnephilinae; Limnephilini; Glyphotaelius;,NOT_COLLECTED,WHOLE_ORGANISM
Glyphotaelius pellucidus,1271742,Trichoptera,Limnephilidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Integripalpia; Plenitentoria; Limnephiloidea; Limnephilidae; Limnephilinae; Limnephilini; Glyphotaelius;,NOT_COLLECTED,WHOLE_ORGANISM
Glyphotaelius pellucidus,1271742,Trichoptera,Limnephilidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Integripalpia; Plenitentoria; Limnephiloidea; Limnephilidae; Limnephilinae; Limnephilini; Glyphotaelius;,NOT_COLLECTED,WHOLE_ORGANISM
Glyphotaelius pellucidus,1271742,Trichoptera,Limnephilidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Integripalpia; Plenitentoria; Limnephiloidea; Limnephilidae; Limnephilinae; Limnephilini; Glyphotaelius;,75.37,0.44
Gonocerus acuteangulatus,1545138,Hemiptera,Coreidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Pentatomomorpha; Coreoidea; Coreidae; Coreinae; Gonocerus;,NOT_COLLECTED,HEAD
Gonocerus acuteangulatus,1545138,Hemiptera,Coreidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Pentatomomorpha; Coreoidea; Coreidae; Coreinae; Gonocerus;,NOT_COLLECTED,THORAX
Gonocerus acuteangulatus,1545138,Hemiptera,Coreidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Pentatomomorpha; Coreoidea; Coreidae; Coreinae; Gonocerus;,NOT_COLLECTED,ABDOMEN
Gonocerus acuteangulatus,1545138,Hemiptera,Coreidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Pentatomomorpha; Coreoidea; Coreidae; Coreinae; Gonocerus;,50.36,0.99
Gracillaria syringella,753336,Lepidoptera,Gracillariidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Tineoidea; Gracillariidae; Gracillaria;,NOT_COLLECTED,WHOLE_ORGANISM
Gracillaria syringella,753336,Lepidoptera,Gracillariidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Tineoidea; Gracillariidae; Gracillaria;,32.02,1.43
Grammoptera ruficornis,351486,Coleoptera,Cerambycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Cerambycidae; Lepturinae; Lepturini; Grammoptera;,NOT_COLLECTED,WHOLE_ORGANISM
Grammoptera ruficornis,351486,Coleoptera,Cerambycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Cerambycidae; Lepturinae; Lepturini; Grammoptera;,57.69,4.64
Grammoptera ruficornis,351486,Coleoptera,Cerambycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Cerambycidae; Lepturinae; Lepturini; Grammoptera;,49.57,4.30
Grammoptera ruficornis,351486,Coleoptera,Cerambycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Cerambycidae; Lepturinae; Lepturini; Grammoptera;,57.45,4.74
Grammoptera ruficornis,351486,Coleoptera,Cerambycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Cerambycidae; Lepturinae; Lepturini; Grammoptera;,61.28,-1.22
Grammoptera ruficornis,351486,Coleoptera,Cerambycidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Chrysomeloidea; Cerambycidae; Lepturinae; Lepturini; Grammoptera;,55.14,4.51
Gymnoscelis rufifasciata,934940,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Gymnoscelis;,NOT_COLLECTED,WHOLE_ORGANISM
Gymnoscelis rufifasciata,934940,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Gymnoscelis;,40.70,2.71
Gymnoscelis rufifasciata,934940,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Gymnoscelis;,29.63,2.29
Gymnoscelis rufifasciata,934940,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Larentiinae; Gymnoscelis;,35.90,2.49
Halesus radiatus,1271722,Trichoptera,Limnephilidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Integripalpia; Plenitentoria; Limnephiloidea; Limnephilidae; Limnephilinae; Stenophylacini; Halesus;,NOT_COLLECTED,WHOLE_ORGANISM
Halesus radiatus,1271722,Trichoptera,Limnephilidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Integripalpia; Plenitentoria; Limnephiloidea; Limnephilidae; Limnephilinae; Stenophylacini; Halesus;,NOT_COLLECTED,WHOLE_ORGANISM
Hamearis lucina,328891,Lepidoptera,Riodinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Riodinidae; Nemeobiinae; Hamearis;,NOT_COLLECTED,WHOLE_ORGANISM
Hamearis lucina,328891,Lepidoptera,Riodinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Riodinidae; Nemeobiinae; Hamearis;,NOT_COLLECTED,WHOLE_ORGANISM
Hamearis lucina,328891,Lepidoptera,Riodinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Riodinidae; Nemeobiinae; Hamearis;,74.62,1.63
Hamearis lucina,328891,Lepidoptera,Riodinidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Riodinidae; Nemeobiinae; Hamearis;,77.79,2.61
Harmonia axyridis,115357,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Harmonia;,NOT_COLLECTED,WHOLE_ORGANISM
Harmonia axyridis,115357,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Harmonia;,0.00,-100.00
Harmonia axyridis,115357,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Harmonia;,40.92,2.82
Harmonia axyridis,115357,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Harmonia;,47.43,3.20
Harmonia axyridis,115357,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Harmonia;,38.85,2.72
Harmonia axyridis,115357,Coleoptera,Coccinellidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Coleoptera; Polyphaga; Cucujiformia; Coccinellidae; Coccinellinae; Coccinellini; Harmonia;,45.33,3.08
Helcystogramma rufescens,1449015,Lepidoptera,Gelechiidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Gelechiidae; Dichomeridinae; Helcystogramma;,NOT_COLLECTED,WHOLE_ORGANISM
Helcystogramma rufescens,1449015,Lepidoptera,Gelechiidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Gelechiidae; Dichomeridinae; Helcystogramma;,58.34,2.53
Helophilus pendulus,226174,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Eristalinae; Eristalini; Helophilus;,NOT_COLLECTED,HEAD | THORAX
Helophilus pendulus,226174,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Eristalinae; Eristalini; Helophilus;,NOT_COLLECTED,ABDOMEN
Helophilus pendulus,226174,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Eristalinae; Eristalini; Helophilus;,MALE,HEAD | THORAX
Helophilus pendulus,226174,Diptera,Syrphidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Syrphoidea; Syrphidae; Eristalinae; Eristalini; Helophilus;,MALE,ABDOMEN
Hemithea aestivaria,572857,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Geometrinae; Hemithea;,NOT_COLLECTED,WHOLE_ORGANISM
Hemithea aestivaria,572857,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Geometrinae; Hemithea;,51.02,1.22
Herminia tarsipennalis,987440,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Herminiinae; Herminia;,NOT_COLLECTED,HEAD | THORAX
Herminia tarsipennalis,987440,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Herminiinae; Herminia;,NOT_COLLECTED,ABDOMEN
Herminia tarsipennalis,987440,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Herminiinae; Herminia;,34.49,1.96
Herminia tarsipennalis,987440,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Herminiinae; Herminia;,42.54,2.20
Herminia tarsipennalis,987440,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Herminiinae; Herminia;,0.00,-100.00
Herminia tarsipennalis,987440,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Herminiinae; Herminia;,0.00,-100.00
Hesperia comma,291688,Lepidoptera,Hesperiidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Hesperioidea; Hesperiidae; Hesperiinae; Hesperia;,NOT_COLLECTED,WHOLE_ORGANISM
Hesperia comma,291688,Lepidoptera,Hesperiidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Hesperioidea; Hesperiidae; Hesperiinae; Hesperia;,41.88,2.13
Hesperia comma,291688,Lepidoptera,Hesperiidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Hesperioidea; Hesperiidae; Hesperiinae; Hesperia;,32.37,1.88
Hesperia comma,291688,Lepidoptera,Hesperiidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Hesperioidea; Hesperiidae; Hesperiinae; Hesperia;,36.63,2.04
Himacerus apterus,347976,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Himacerus;,NOT_COLLECTED,WHOLE_ORGANISM
Himacerus apterus,347976,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Himacerus;,0.00,-100.00
Himacerus apterus,347976,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Himacerus;,86.02,2.82
Himacerus apterus,347976,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Himacerus;,88.18,4.27
Himacerus mirmicoides,347979,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Aptus;,NOT_COLLECTED,WHOLE_ORGANISM
Himacerus mirmicoides,347979,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Aptus;,0.00,-100.00
Himacerus mirmicoides,347979,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Aptus;,0.00,-100.00
Himacerus mirmicoides,347979,Hemiptera,Nabidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Nabidae; Nabinae; Himacerus; Aptus;,0.00,-100.00
Hofmannophila pseudospretella,572861,Lepidoptera,Oecophoridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Oecophoridae; Oecophorinae; Hofmannophila;,NOT_COLLECTED,WHOLE_ORGANISM
Hofmannophila pseudospretella,572861,Lepidoptera,Oecophoridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Gelechioidea; Oecophoridae; Oecophorinae; Hofmannophila;,38.05,1.87
Hydropsyche instabilis,761875,Trichoptera,Hydropsychidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Annulipalpia; Hydropsychoidea; Hydropsychidae; Hydropsychinae; Hydropsyche;,NOT_COLLECTED,WHOLE_ORGANISM
Hydropsyche instabilis,761875,Trichoptera,Hydropsychidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Trichoptera; Annulipalpia; Hydropsychoidea; Hydropsychidae; Hydropsychinae; Hydropsyche;,0.00,-100.00
Hylaea fasciaria,722673,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Hylaea;,NOT_COLLECTED,HEAD | THORAX
Hylaea fasciaria,722673,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Hylaea;,NOT_COLLECTED,ABDOMEN
Hylaea fasciaria,722673,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Hylaea;,33.67,0.79
Hylaea fasciaria,722673,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Hylaea;,38.26,0.88
Hylaea fasciaria,722673,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Hylaea;,24.14,0.72
Hylaea fasciaria,722673,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Ennominae; Hylaea;,27.53,0.81
Hypena proboscidalis,753189,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Hypeninae; Hypena;,NOT_COLLECTED,HEAD | THORAX
Hypena proboscidalis,753189,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Hypeninae; Hypena;,NOT_COLLECTED,ABDOMEN
Hypena proboscidalis,753189,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Hypeninae; Hypena;,NOT_COLLECTED,HEAD | THORAX
Hypena proboscidalis,753189,Lepidoptera,Erebidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Erebidae; Hypeninae; Hypena;,NOT_COLLECTED,ABDOMEN
Idaea aversata,104447,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Sterrhinae; Idaea;,NOT_COLLECTED,WHOLE_ORGANISM
Idaea aversata,104447,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Sterrhinae; Idaea;,44.00,1.02
Idaea aversata,104447,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Sterrhinae; Idaea;,32.40,0.90
Idaea aversata,104447,Lepidoptera,Geometridae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Geometroidea; Geometridae; Sterrhinae; Idaea;,39.80,0.97
Ischnura elegans,197161,Odonata,Coenagrionidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Zygoptera; Coenagrionidae; Ischnura;,NOT_COLLECTED,WHOLE_ORGANISM
Ischnura elegans,197161,Odonata,Coenagrionidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Zygoptera; Coenagrionidae; Ischnura;,NOT_COLLECTED,WHOLE_ORGANISM
Korscheltellus lupulina,214181,Lepidoptera,Hepialidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Exoporia; Hepialoidea; Hepialidae; Korscheltellus;,NOT_COLLECTED,WHOLE_ORGANISM
Korscheltellus lupulina,214181,Lepidoptera,Hepialidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Exoporia; Hepialoidea; Hepialidae; Korscheltellus;,NOT_COLLECTED,HEAD | THORAX
Korscheltellus lupulina,214181,Lepidoptera,Hepialidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Exoporia; Hepialoidea; Hepialidae; Korscheltellus;,NOT_COLLECTED,ABDOMEN
Korscheltellus lupulina,214181,Lepidoptera,Hepialidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Exoporia; Hepialoidea; Hepialidae; Korscheltellus;,35.57,0.74
Laothoe populi,522836,Lepidoptera,Sphingidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Sphingidae; Smerinthinae; Smerinthini; Laothoe;,NOT_COLLECTED,HEAD | THORAX
Laothoe populi,522836,Lepidoptera,Sphingidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Sphingidae; Smerinthinae; Smerinthini; Laothoe;,NOT_COLLECTED,ABDOMEN
Lasioglossum pauxillum,88516,Hymenoptera,Halictidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Aculeata; Apoidea; Halictidae; Halictinae; Halictini; Lasioglossum; Evylaeus;,FEMALE,WHOLE_ORGANISM
Lasioglossum pauxillum,88516,Hymenoptera,Halictidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Hymenoptera; Apocrita; Aculeata; Apoidea; Halictidae; Halictinae; Halictini; Lasioglossum; Evylaeus;,36.28,0.47
Lasiommata megera,111917,Lepidoptera,Nymphalidae,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Papilionoidea; Nymphalidae; Satyrinae; Satyrini; Parargina; Lasiommata;,FEMALE,WHOLE_ORGANISM
